,time_period,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4301,1,2011-07-03,3,0,7,0,0,3,0.68,0.6364,0.65,0.0896,33
4302,1,2011-07-03,3,0,7,0,0,3,0.68,0.6364,0.65,0.0896,5
4303,1,2011-07-03,3,0,7,0,0,3,0.62,0.5758,0.83,0.194,1
4304,2,2011-07-03,3,0,7,0,0,2,0.62,0.5455,0.94,0.0896,3
4305,2,2011-07-03,3,0,7,0,0,2,0.64,0.5758,0.89,0.194,25
4306,2,2011-07-03,3,0,7,0,0,1,0.68,0.6364,0.79,0.2239,92
4307,2,2011-07-03,3,0,7,0,0,1,0.7,0.6667,0.74,0.2537,181
4308,2,2011-07-03,3,0,7,0,0,1,0.74,0.697,0.66,0.1642,264
4309,2,2011-07-03,3,0,7,0,0,1,0.76,0.7121,0.62,0.1045,390
4310,3,2011-07-03,3,0,7,0,0,1,0.8,0.7576,0.55,0.1045,404
4311,3,2011-07-03,3,0,7,0,0,1,0.8,0.7727,0.59,0.2239,421
4312,3,2011-07-03,3,0,7,0,0,1,0.82,0.7879,0.56,0.2537,375
4313,3,2011-07-03,3,0,7,0,0,1,0.84,0.803,0.53,0.2985,376
4314,3,2011-07-03,3,0,7,0,0,1,0.84,0.803,0.53,0.2985,414
4315,3,2011-07-03,3,0,7,0,0,3,0.8,0.7424,0.49,0.8507,358
4316,4,2011-07-03,3,0,7,0,0,3,0.8,0.7424,0.49,0.8507,181
4317,4,2011-07-03,3,0,7,0,0,2,0.66,0.6061,0.83,0.194,183
4318,4,2011-07-03,3,0,7,0,0,3,0.66,0.6061,0.83,0.0,176
4319,4,2011-07-03,3,0,7,0,0,2,0.66,0.6061,0.83,0.1642,167
4320,4,2011-07-03,3,0,7,0,0,2,0.66,0.6061,0.78,0.1045,162
4321,4,2011-07-03,3,0,7,0,0,1,0.64,0.5758,0.83,0.1642,147
4322,1,2011-07-04,3,0,7,1,0,1,0.64,0.5758,0.83,0.1343,140
4323,1,2011-07-04,3,0,7,1,0,1,0.64,0.5758,0.83,0.0896,119
4324,1,2011-07-04,3,0,7,1,0,1,0.64,0.5758,0.83,0.0,63
4325,1,2011-07-04,3,0,7,1,0,1,0.64,0.5909,0.78,0.0,26
4326,1,2011-07-04,3,0,7,1,0,2,0.66,0.6061,0.78,0.0896,12
4327,1,2011-07-04,3,0,7,1,0,2,0.64,0.5758,0.83,0.1343,4
4328,2,2011-07-04,3,0,7,1,0,1,0.64,0.5758,0.89,0.1642,16
4329,2,2011-07-04,3,0,7,1,0,1,0.66,0.6061,0.83,0.1343,36
4330,2,2011-07-04,3,0,7,1,0,1,0.7,0.6667,0.74,0.1045,86
4331,2,2011-07-04,3,0,7,1,0,2,0.72,0.6818,0.66,0.0896,238
4332,2,2011-07-04,3,0,7,1,0,2,0.76,0.697,0.55,0.0896,280
4333,2,2011-07-04,3,0,7,1,0,2,0.76,0.697,0.55,0.0896,349
4334,3,2011-07-04,3,0,7,1,0,2,0.78,0.7121,0.52,0.0,447
4335,3,2011-07-04,3,0,7,1,0,2,0.78,0.7121,0.49,0.0,423
4336,3,2011-07-04,3,0,7,1,0,1,0.8,0.7273,0.46,0.0,408
4337,3,2011-07-04,3,0,7,1,0,1,0.82,0.7424,0.43,0.0896,408
4338,3,2011-07-04,3,0,7,1,0,1,0.82,0.7424,0.41,0.0,452
4339,3,2011-07-04,3,0,7,1,0,1,0.8,0.7273,0.46,0.0,436
4340,4,2011-07-04,3,0,7,1,0,1,0.8,0.7273,0.46,0.1343,418
4341,4,2011-07-04,3,0,7,1,0,2,0.78,0.7121,0.49,0.1642,375
4342,4,2011-07-04,3,0,7,1,0,2,0.76,0.697,0.55,0.1045,386
4343,4,2011-07-04,3,0,7,1,0,2,0.74,0.6818,0.62,0.1045,457
4344,4,2011-07-04,3,0,7,1,0,2,0.74,0.6818,0.62,0.1343,326
4345,4,2011-07-04,3,0,7,1,0,2,0.72,0.6818,0.7,0.1045,138
4346,1,2011-07-05,3,0,7,2,1,2,0.7,0.6515,0.65,0.1642,55
4347,1,2011-07-05,3,0,7,2,1,1,0.7,0.6515,0.65,0.1045,39
4348,1,2011-07-05,3,0,7,2,1,1,0.66,0.6212,0.74,0.0896,13
4349,1,2011-07-05,3,0,7,2,1,1,0.66,0.6212,0.74,0.2239,8
4350,1,2011-07-05,3,0,7,2,1,1,0.66,0.6212,0.69,0.1642,5
4351,1,2011-07-05,3,0,7,2,1,1,0.66,0.6212,0.69,0.0,20
4352,2,2011-07-05,3,0,7,2,1,1,0.66,0.6212,0.74,0.0896,94
4353,2,2011-07-05,3,0,7,2,1,1,0.7,0.6515,0.65,0.0896,270
4354,2,2011-07-05,3,0,7,2,1,1,0.72,0.6818,0.62,0.1343,432
4355,2,2011-07-05,3,0,7,2,1,1,0.74,0.6818,0.58,0.1343,227
4356,2,2011-07-05,3,0,7,2,1,1,0.76,0.697,0.52,0.1045,139
4357,2,2011-07-05,3,0,7,2,1,1,0.78,0.697,0.46,0.1045,172
4358,3,2011-07-05,3,0,7,2,1,1,0.8,0.7273,0.43,0.1045,201
4359,3,2011-07-05,3,0,7,2,1,1,0.82,0.7424,0.43,0.1045,203
4360,3,2011-07-05,3,0,7,2,1,1,0.8,0.7424,0.49,0.1642,178
4361,3,2011-07-05,3,0,7,2,1,1,0.82,0.7424,0.43,0.0,162
4362,3,2011-07-05,3,0,7,2,1,1,0.82,0.7576,0.46,0.1045,281
4363,3,2011-07-05,3,0,7,2,1,1,0.82,0.7576,0.46,0.1045,545
4364,4,2011-07-05,3,0,7,2,1,1,0.8,0.7576,0.55,0.1642,496
4365,4,2011-07-05,3,0,7,2,1,1,0.8,0.7727,0.59,0.1343,368
4366,4,2011-07-05,3,0,7,2,1,1,0.76,0.7273,0.66,0.1045,284
4367,4,2011-07-05,3,0,7,2,1,1,0.78,0.7424,0.62,0.2537,245
4368,4,2011-07-05,3,0,7,2,1,1,0.76,0.7273,0.66,0.2239,155
4369,4,2011-07-05,3,0,7,2,1,1,0.74,0.697,0.66,0.1642,73
4370,1,2011-07-06,3,0,7,3,1,1,0.72,0.697,0.74,0.194,37
4371,1,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.74,0.1343,15
4372,1,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.79,0.0896,5
4373,1,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.79,0.0,6
4374,1,2011-07-06,3,0,7,3,1,2,0.68,0.6364,0.83,0.0896,6
4375,1,2011-07-06,3,0,7,3,1,1,0.68,0.6364,0.83,0.0896,35
4376,2,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.79,0.0896,121
4377,2,2011-07-06,3,0,7,3,1,2,0.72,0.697,0.79,0.0,312
4378,2,2011-07-06,3,0,7,3,1,2,0.72,0.697,0.74,0.1045,428
4379,2,2011-07-06,3,0,7,3,1,3,0.7,0.6667,0.79,0.194,189
4380,2,2011-07-06,3,0,7,3,1,3,0.7,0.6667,0.79,0.0896,43
4381,2,2011-07-06,3,0,7,3,1,2,0.72,0.697,0.74,0.0,127
4382,3,2011-07-06,3,0,7,3,1,2,0.74,0.697,0.66,0.0896,152
4383,3,2011-07-06,3,0,7,3,1,2,0.74,0.697,0.7,0.1045,140
4384,3,2011-07-06,3,0,7,3,1,1,0.76,0.7273,0.66,0.2836,163
4385,3,2011-07-06,3,0,7,3,1,1,0.76,0.7273,0.7,0.2836,185
4386,3,2011-07-06,3,0,7,3,1,1,0.76,0.7273,0.7,0.2537,275
4387,3,2011-07-06,3,0,7,3,1,1,0.78,0.7424,0.59,0.2239,596
4388,4,2011-07-06,3,0,7,3,1,1,0.76,0.7121,0.62,0.194,563
4389,4,2011-07-06,3,0,7,3,1,1,0.74,0.697,0.7,0.2239,394
4390,4,2011-07-06,3,0,7,3,1,1,0.72,0.697,0.74,0.2537,312
4391,4,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.79,0.194,241
4392,4,2011-07-06,3,0,7,3,1,1,0.7,0.6667,0.79,0.194,186
4393,4,2011-07-06,3,0,7,3,1,1,0.68,0.6364,0.83,0.2239,98
4394,1,2011-07-07,3,0,7,4,1,1,0.66,0.5909,0.89,0.1343,35
4395,1,2011-07-07,3,0,7,4,1,1,0.66,0.5909,0.89,0.194,16
4396,1,2011-07-07,3,0,7,4,1,1,0.66,0.5909,0.89,0.194,8
4397,1,2011-07-07,3,0,7,4,1,1,0.64,0.5606,0.94,0.1045,4
4398,1,2011-07-07,3,0,7,4,1,1,0.64,0.5758,0.89,0.1045,4
4399,1,2011-07-07,3,0,7,4,1,1,0.64,0.5758,0.89,0.1045,32
4400,2,2011-07-07,3,0,7,4,1,2,0.64,0.5758,0.89,0.1343,118
4401,2,2011-07-07,3,0,7,4,1,2,0.66,0.5909,0.89,0.1045,292
4402,2,2011-07-07,3,0,7,4,1,2,0.7,0.6667,0.79,0.194,443
4403,2,2011-07-07,3,0,7,4,1,1,0.74,0.697,0.7,0.1642,179
4404,2,2011-07-07,3,0,7,4,1,1,0.78,0.7424,0.62,0.0,101
4405,2,2011-07-07,3,0,7,4,1,1,0.82,0.7727,0.52,0.1343,142
4406,3,2011-07-07,3,0,7,4,1,1,0.84,0.7727,0.41,0.0,171
4407,3,2011-07-07,3,0,7,4,1,1,0.86,0.7879,0.41,0.0,155
4408,3,2011-07-07,3,0,7,4,1,1,0.86,0.7879,0.41,0.2537,160
4409,3,2011-07-07,3,0,7,4,1,1,0.86,0.7879,0.41,0.2537,166
4410,3,2011-07-07,3,0,7,4,1,1,0.86,0.7727,0.39,0.2239,265
4411,3,2011-07-07,3,0,7,4,1,1,0.86,0.7576,0.36,0.2537,569
4412,4,2011-07-07,3,0,7,4,1,1,0.84,0.7576,0.44,0.2985,562
4413,4,2011-07-07,3,0,7,4,1,1,0.82,0.7727,0.52,0.2836,365
4414,4,2011-07-07,3,0,7,4,1,1,0.76,0.7121,0.58,0.3582,285
4415,4,2011-07-07,3,0,7,4,1,1,0.74,0.6818,0.62,0.1642,209
4416,4,2011-07-07,3,0,7,4,1,1,0.74,0.6818,0.62,0.1642,182
4417,4,2011-07-07,3,0,7,4,1,1,0.72,0.6818,0.66,0.0,129
4418,1,2011-07-08,3,0,7,5,1,1,0.74,0.697,0.66,0.1045,47
4419,1,2011-07-08,3,0,7,5,1,1,0.72,0.697,0.79,0.0,34
4420,1,2011-07-08,3,0,7,5,1,2,0.7,0.6667,0.74,0.1642,22
4421,1,2011-07-08,3,0,7,5,1,1,0.68,0.6364,0.79,0.1045,6
4422,1,2011-07-08,3,0,7,5,1,1,0.7,0.6667,0.79,0.2537,11
4423,1,2011-07-08,3,0,7,5,1,1,0.68,0.6364,0.79,0.2537,27
4424,2,2011-07-08,3,0,7,5,1,1,0.7,0.6667,0.74,0.1045,102
4425,2,2011-07-08,3,0,7,5,1,2,0.7,0.6667,0.79,0.194,332
4426,2,2011-07-08,3,0,7,5,1,2,0.72,0.697,0.74,0.2537,457
4427,2,2011-07-08,3,0,7,5,1,2,0.76,0.7273,0.7,0.2985,241
4428,2,2011-07-08,3,0,7,5,1,2,0.74,0.697,0.7,0.3582,138
4429,2,2011-07-08,3,0,7,5,1,2,0.74,0.7121,0.74,0.2537,165
4430,3,2011-07-08,3,0,7,5,1,2,0.76,0.7273,0.7,0.2836,213
4431,3,2011-07-08,3,0,7,5,1,2,0.78,0.7576,0.66,0.2836,229
4432,3,2011-07-08,3,0,7,5,1,2,0.8,0.7879,0.63,0.3582,216
4433,3,2011-07-08,3,0,7,5,1,2,0.8,0.7879,0.63,0.3582,141
4434,3,2011-07-08,3,0,7,5,1,3,0.68,0.6364,0.83,0.4478,132
4435,3,2011-07-08,3,0,7,5,1,3,0.66,0.5909,0.89,0.4478,167
4436,4,2011-07-08,3,0,7,5,1,1,0.66,0.6061,0.83,0.0896,316
4437,4,2011-07-08,3,0,7,5,1,1,0.66,0.6061,0.83,0.0896,270
4438,4,2011-07-08,3,0,7,5,1,1,0.66,0.6061,0.83,0.1642,250
4439,4,2011-07-08,3,0,7,5,1,2,0.66,0.6061,0.83,0.2537,204
4440,4,2011-07-08,3,0,7,5,1,2,0.66,0.6061,0.78,0.194,169
4441,4,2011-07-08,3,0,7,5,1,2,0.66,0.6061,0.78,0.0896,151
4442,1,2011-07-09,3,0,7,6,0,2,0.66,0.6061,0.83,0.1343,121
4443,1,2011-07-09,3,0,7,6,0,2,0.64,0.5758,0.89,0.1045,53
4444,1,2011-07-09,3,0,7,6,0,1,0.64,0.5758,0.89,0.1642,55
4445,1,2011-07-09,3,0,7,6,0,1,0.64,0.5758,0.89,0.1343,30
4446,1,2011-07-09,3,0,7,6,0,1,0.64,0.5758,0.83,0.2239,6
4447,1,2011-07-09,3,0,7,6,0,2,0.62,0.5606,0.88,0.1642,15
4448,2,2011-07-09,3,0,7,6,0,2,0.64,0.5758,0.83,0.194,38
4449,2,2011-07-09,3,0,7,6,0,1,0.66,0.6061,0.78,0.194,71
4450,2,2011-07-09,3,0,7,6,0,1,0.7,0.6515,0.7,0.2537,182
4451,2,2011-07-09,3,0,7,6,0,1,0.74,0.6818,0.58,0.2836,247
4452,2,2011-07-09,3,0,7,6,0,1,0.76,0.697,0.52,0.1642,264
4453,2,2011-07-09,3,0,7,6,0,1,0.78,0.697,0.46,0.2985,290
4454,3,2011-07-09,3,0,7,6,0,1,0.8,0.7273,0.46,0.2537,366
4455,3,2011-07-09,3,0,7,6,0,1,0.82,0.7424,0.41,0.2239,416
4456,3,2011-07-09,3,0,7,6,0,1,0.84,0.7424,0.36,0.1343,373
4457,3,2011-07-09,3,0,7,6,0,1,0.84,0.7273,0.34,0.0896,402
4458,3,2011-07-09,3,0,7,6,0,1,0.82,0.7273,0.38,0.0,416
4459,3,2011-07-09,3,0,7,6,0,1,0.84,0.7273,0.32,0.0,401
4460,4,2011-07-09,3,0,7,6,0,1,0.82,0.7273,0.36,0.1045,378
4461,4,2011-07-09,3,0,7,6,0,1,0.76,0.697,0.55,0.1642,306
4462,4,2011-07-09,3,0,7,6,0,1,0.76,0.7121,0.58,0.2239,314
4463,4,2011-07-09,3,0,7,6,0,1,0.74,0.6818,0.58,0.1642,238
4464,4,2011-07-09,3,0,7,6,0,1,0.72,0.6818,0.62,0.1642,214
4465,4,2011-07-09,3,0,7,6,0,1,0.72,0.6667,0.58,0.194,140
4466,1,2011-07-10,3,0,7,0,0,1,0.7,0.6515,0.61,0.1642,154
4467,1,2011-07-10,3,0,7,0,0,1,0.7,0.6515,0.61,0.1343,113
4468,1,2011-07-10,3,0,7,0,0,1,0.68,0.6364,0.69,0.0896,96
4469,1,2011-07-10,3,0,7,0,0,1,0.66,0.6212,0.74,0.0896,25
4470,1,2011-07-10,3,0,7,0,0,1,0.66,0.6212,0.69,0.0896,5
4471,1,2011-07-10,3,0,7,0,0,1,0.66,0.6212,0.74,0.0,17
4472,2,2011-07-10,3,0,7,0,0,1,0.64,0.5909,0.78,0.0896,25
4473,2,2011-07-10,3,0,7,0,0,1,0.7,0.6515,0.7,0.0896,65
4474,2,2011-07-10,3,0,7,0,0,1,0.72,0.6818,0.66,0.0,92
4475,2,2011-07-10,3,0,7,0,0,1,0.74,0.697,0.66,0.0896,169
4476,2,2011-07-10,3,0,7,0,0,1,0.76,0.697,0.55,0.1343,268
4477,2,2011-07-10,3,0,7,0,0,1,0.78,0.7273,0.55,0.194,287
4478,3,2011-07-10,3,0,7,0,0,1,0.82,0.7576,0.46,0.2836,377
4479,3,2011-07-10,3,0,7,0,0,1,0.8,0.7273,0.46,0.2985,367
4480,3,2011-07-10,3,0,7,0,0,1,0.82,0.7424,0.41,0.3284,349
4481,3,2011-07-10,3,0,7,0,0,1,0.84,0.7424,0.39,0.2836,361
4482,3,2011-07-10,3,0,7,0,0,1,0.84,0.7576,0.41,0.2836,372
4483,3,2011-07-10,3,0,7,0,0,1,0.84,0.7424,0.36,0.2239,363
4484,4,2011-07-10,3,0,7,0,0,1,0.82,0.7424,0.43,0.2836,363
4485,4,2011-07-10,3,0,7,0,0,1,0.8,0.7424,0.49,0.3284,303
4486,4,2011-07-10,3,0,7,0,0,1,0.76,0.697,0.55,0.194,268
4487,4,2011-07-10,3,0,7,0,0,1,0.74,0.6818,0.62,0.2537,227
4488,4,2011-07-10,3,0,7,0,0,1,0.74,0.697,0.66,0.2239,143
4489,4,2011-07-10,3,0,7,0,0,1,0.72,0.6818,0.66,0.2537,72
4490,1,2011-07-11,3,0,7,1,1,1,0.7,0.6515,0.65,0.194,35
4491,1,2011-07-11,3,0,7,1,1,1,0.7,0.6515,0.61,0.2836,10
4492,1,2011-07-11,3,0,7,1,1,1,0.7,0.6515,0.61,0.2239,12
4493,1,2011-07-11,3,0,7,1,1,1,0.68,0.6364,0.65,0.1642,10
4494,1,2011-07-11,3,0,7,1,1,1,0.66,0.6212,0.74,0.2239,4
4495,1,2011-07-11,3,0,7,1,1,1,0.66,0.6212,0.74,0.1343,26
4496,2,2011-07-11,3,0,7,1,1,1,0.68,0.6364,0.74,0.194,121
4497,2,2011-07-11,3,0,7,1,1,1,0.7,0.6667,0.74,0.2537,317
4498,2,2011-07-11,3,0,7,1,1,1,0.74,0.697,0.66,0.2836,420
4499,2,2011-07-11,3,0,7,1,1,1,0.78,0.7424,0.59,0.2985,208
4500,2,2011-07-11,3,0,7,1,1,1,0.8,0.7576,0.55,0.3582,117
4501,2,2011-07-11,3,0,7,1,1,1,0.82,0.7879,0.56,0.2985,128
4502,3,2011-07-11,3,0,7,1,1,1,0.84,0.803,0.53,0.2836,148
4503,3,2011-07-11,3,0,7,1,1,1,0.86,0.8182,0.5,0.2537,141
4504,3,2011-07-11,3,0,7,1,1,1,0.86,0.8333,0.53,0.2836,134
4505,3,2011-07-11,3,0,7,1,1,1,0.86,0.8485,0.56,0.4179,146
4506,3,2011-07-11,3,0,7,1,1,1,0.86,0.8485,0.56,0.3881,239
4507,3,2011-07-11,3,0,7,1,1,1,0.86,0.8485,0.56,0.4179,514
4508,4,2011-07-11,3,0,7,1,1,1,0.86,0.8333,0.53,0.3881,472
4509,4,2011-07-11,3,0,7,1,1,1,0.84,0.8333,0.59,0.3284,373
4510,4,2011-07-11,3,0,7,1,1,1,0.72,0.697,0.74,0.4179,236
4511,4,2011-07-11,3,0,7,1,1,1,0.7,0.6667,0.79,0.4179,130
4512,4,2011-07-11,3,0,7,1,1,1,0.72,0.697,0.74,0.1343,90
4513,4,2011-07-11,3,0,7,1,1,1,0.7,0.6667,0.79,0.1343,55
4514,1,2011-07-12,3,0,7,2,1,1,0.7,0.6667,0.79,0.1343,22
4515,1,2011-07-12,3,0,7,2,1,1,0.7,0.6667,0.79,0.0896,14
4516,1,2011-07-12,3,0,7,2,1,1,0.7,0.6667,0.79,0.1045,9
4517,1,2011-07-12,3,0,7,2,1,2,0.7,0.6667,0.79,0.0,8
4518,1,2011-07-12,3,0,7,2,1,1,0.7,0.6667,0.79,0.1642,6
4519,1,2011-07-12,3,0,7,2,1,1,0.7,0.6667,0.79,0.0896,25
4520,2,2011-07-12,3,0,7,2,1,1,0.74,0.6818,0.58,0.2239,115
4521,2,2011-07-12,3,0,7,2,1,1,0.76,0.697,0.55,0.194,330
4522,2,2011-07-12,3,0,7,2,1,1,0.76,0.7121,0.58,0.2239,417
4523,2,2011-07-12,3,0,7,2,1,1,0.78,0.7273,0.55,0.4925,176
4524,2,2011-07-12,3,0,7,2,1,1,0.82,0.7727,0.52,0.1642,123
4525,2,2011-07-12,3,0,7,2,1,1,0.82,0.7727,0.52,0.1642,125
4526,3,2011-07-12,3,0,7,2,1,1,0.86,0.7879,0.44,0.2985,163
4527,3,2011-07-12,3,0,7,2,1,1,0.86,0.803,0.47,0.2239,136
4528,3,2011-07-12,3,0,7,2,1,1,0.9,0.8485,0.42,0.2985,124
4529,3,2011-07-12,3,0,7,2,1,1,0.9,0.8485,0.42,0.3582,148
4530,3,2011-07-12,3,0,7,2,1,1,0.86,0.7879,0.44,0.2836,202
4531,3,2011-07-12,3,0,7,2,1,1,0.88,0.8182,0.44,0.2836,428
4532,4,2011-07-12,3,0,7,2,1,1,0.86,0.803,0.47,0.2985,511
4533,4,2011-07-12,3,0,7,2,1,1,0.84,0.7576,0.44,0.2836,337
4534,4,2011-07-12,3,0,7,2,1,1,0.82,0.7424,0.43,0.194,308
4535,4,2011-07-12,3,0,7,2,1,1,0.82,0.7424,0.43,0.1045,258
4536,4,2011-07-12,3,0,7,2,1,1,0.8,0.7273,0.46,0.1343,194
4537,4,2011-07-12,3,0,7,2,1,1,0.78,0.7121,0.52,0.0,79
4538,1,2011-07-13,3,0,7,3,1,1,0.76,0.7121,0.62,0.0,46
4539,1,2011-07-13,3,0,7,3,1,1,0.76,0.697,0.55,0.0,12
4540,1,2011-07-13,3,0,7,3,1,1,0.76,0.697,0.55,0.0,5
4541,1,2011-07-13,3,0,7,3,1,1,0.74,0.6818,0.58,0.194,4
4542,1,2011-07-13,3,0,7,3,1,1,0.74,0.6818,0.58,0.2537,5
4543,1,2011-07-13,3,0,7,3,1,1,0.74,0.6818,0.58,0.194,26
4544,2,2011-07-13,3,0,7,3,1,1,0.74,0.6818,0.58,0.1642,121
4545,2,2011-07-13,3,0,7,3,1,1,0.76,0.697,0.55,0.2537,313
4546,2,2011-07-13,3,0,7,3,1,1,0.8,0.7424,0.49,0.2537,449
4547,2,2011-07-13,3,0,7,3,1,1,0.82,0.7424,0.41,0.194,186
4548,2,2011-07-13,3,0,7,3,1,1,0.82,0.7576,0.46,0.194,113
4549,2,2011-07-13,3,0,7,3,1,1,0.84,0.7424,0.39,0.1642,165
4550,3,2011-07-13,3,0,7,3,1,1,0.84,0.7576,0.41,0.2836,174
4551,3,2011-07-13,3,0,7,3,1,3,0.82,0.7576,0.46,0.1343,158
4552,3,2011-07-13,3,0,7,3,1,3,0.82,0.7576,0.46,0.1343,116
4553,3,2011-07-13,3,0,7,3,1,3,0.64,0.5606,0.94,0.1343,46
4554,3,2011-07-13,3,0,7,3,1,2,0.66,0.5909,0.89,0.0,141
4555,3,2011-07-13,3,0,7,3,1,1,0.7,0.6667,0.79,0.0,488
4556,4,2011-07-13,3,0,7,3,1,1,0.72,0.697,0.79,0.1343,463
4557,4,2011-07-13,3,0,7,3,1,1,0.7,0.6667,0.79,0.1045,419
4558,4,2011-07-13,3,0,7,3,1,1,0.7,0.6667,0.84,0.1642,342
4559,4,2011-07-13,3,0,7,3,1,1,0.7,0.6667,0.79,0.1045,250
4560,4,2011-07-13,3,0,7,3,1,1,0.68,0.6364,0.83,0.194,184
4561,4,2011-07-13,3,0,7,3,1,1,0.66,0.6061,0.83,0.2537,116
4562,1,2011-07-14,3,0,7,4,1,1,0.66,0.6212,0.69,0.2985,46
4563,1,2011-07-14,3,0,7,4,1,1,0.66,0.6212,0.61,0.2537,25
4564,1,2011-07-14,3,0,7,4,1,1,0.64,0.6212,0.57,0.2985,10
4565,1,2011-07-14,3,0,7,4,1,1,0.62,0.6212,0.57,0.2985,6
4566,1,2011-07-14,3,0,7,4,1,1,0.62,0.6212,0.53,0.2537,6
4567,1,2011-07-14,3,0,7,4,1,1,0.6,0.6212,0.56,0.2239,28
4568,2,2011-07-14,3,0,7,4,1,1,0.6,0.6061,0.6,0.2239,130
4569,2,2011-07-14,3,0,7,4,1,1,0.62,0.6212,0.53,0.2537,334
4570,2,2011-07-14,3,0,7,4,1,1,0.64,0.6212,0.5,0.3582,486
4571,2,2011-07-14,3,0,7,4,1,1,0.68,0.6364,0.47,0.2836,224
4572,2,2011-07-14,3,0,7,4,1,1,0.7,0.6364,0.42,0.2537,127
4573,2,2011-07-14,3,0,7,4,1,1,0.72,0.6515,0.37,0.2239,148
4574,3,2011-07-14,3,0,7,4,1,1,0.74,0.6515,0.35,0.2537,223
4575,3,2011-07-14,3,0,7,4,1,1,0.76,0.6667,0.33,0.3284,177
4576,3,2011-07-14,3,0,7,4,1,1,0.74,0.6515,0.35,0.2836,178
4577,3,2011-07-14,3,0,7,4,1,1,0.76,0.6667,0.33,0.2985,180
4578,3,2011-07-14,3,0,7,4,1,1,0.76,0.6667,0.33,0.1343,274
4579,3,2011-07-14,3,0,7,4,1,1,0.74,0.6515,0.37,0.1343,595
4580,4,2011-07-14,3,0,7,4,1,1,0.72,0.6515,0.42,0.194,578
4581,4,2011-07-14,3,0,7,4,1,1,0.72,0.6515,0.39,0.2239,400
4582,4,2011-07-14,3,0,7,4,1,1,0.7,0.6364,0.42,0.2239,348
4583,4,2011-07-14,3,0,7,4,1,1,0.66,0.6212,0.5,0.1343,261
4584,4,2011-07-14,3,0,7,4,1,1,0.64,0.6212,0.57,0.0896,176
4585,4,2011-07-14,3,0,7,4,1,1,0.64,0.6061,0.65,0.2537,124
4586,1,2011-07-15,3,0,7,5,1,1,0.62,0.5909,0.73,0.2239,80
4587,1,2011-07-15,3,0,7,5,1,1,0.62,0.5909,0.73,0.194,20
4588,1,2011-07-15,3,0,7,5,1,1,0.6,0.5758,0.78,0.1642,38
4589,1,2011-07-15,3,0,7,5,1,1,0.6,0.5909,0.73,0.194,7
4590,1,2011-07-15,3,0,7,5,1,1,0.6,0.5909,0.73,0.1642,10
4591,1,2011-07-15,3,0,7,5,1,1,0.6,0.5909,0.73,0.1343,23
4592,2,2011-07-15,3,0,7,5,1,2,0.6,0.5909,0.73,0.1045,120
4593,2,2011-07-15,3,0,7,5,1,1,0.64,0.6061,0.65,0.1045,274
4594,2,2011-07-15,3,0,7,5,1,1,0.64,0.6061,0.65,0.2537,564
4595,2,2011-07-15,3,0,7,5,1,1,0.68,0.6364,0.54,0.194,207
4596,2,2011-07-15,3,0,7,5,1,2,0.66,0.6212,0.61,0.1642,166
4597,2,2011-07-15,3,0,7,5,1,1,0.7,0.6515,0.54,0.1343,210
4598,3,2011-07-15,3,0,7,5,1,1,0.7,0.6515,0.48,0.194,238
4599,3,2011-07-15,3,0,7,5,1,1,0.7,0.6515,0.54,0.194,247
4600,3,2011-07-15,3,0,7,5,1,1,0.7,0.6515,0.51,0.194,265
4601,3,2011-07-15,3,0,7,5,1,1,0.72,0.6515,0.45,0.1642,237
4602,3,2011-07-15,3,0,7,5,1,1,0.72,0.6667,0.51,0.194,361
4603,3,2011-07-15,3,0,7,5,1,1,0.74,0.6667,0.42,0.2537,587
4604,4,2011-07-15,3,0,7,5,1,1,0.72,0.6515,0.45,0.2239,496
4605,4,2011-07-15,3,0,7,5,1,1,0.7,0.6364,0.45,0.2239,394
4606,4,2011-07-15,3,0,7,5,1,1,0.7,0.6515,0.51,0.2239,343
4607,4,2011-07-15,3,0,7,5,1,1,0.66,0.6212,0.54,0.1045,261
4608,4,2011-07-15,3,0,7,5,1,1,0.66,0.6212,0.57,0.2239,223
4609,4,2011-07-15,3,0,7,5,1,1,0.64,0.6212,0.61,0.1642,167
4610,1,2011-07-16,3,0,7,6,0,1,0.62,0.6061,0.65,0.194,110
4611,1,2011-07-16,3,0,7,6,0,1,0.6,0.5909,0.69,0.1045,75
4612,1,2011-07-16,3,0,7,6,0,1,0.6,0.5909,0.73,0.1343,58
4613,1,2011-07-16,3,0,7,6,0,1,0.6,0.5758,0.78,0.1343,26
4614,1,2011-07-16,3,0,7,6,0,1,0.6,0.5909,0.73,0.0896,16
4615,1,2011-07-16,3,0,7,6,0,1,0.58,0.5455,0.78,0.0896,10
4616,2,2011-07-16,3,0,7,6,0,1,0.6,0.5758,0.78,0.1642,37
4617,2,2011-07-16,3,0,7,6,0,1,0.62,0.5909,0.73,0.1343,52
4618,2,2011-07-16,3,0,7,6,0,1,0.66,0.6212,0.65,0.1642,127
4619,2,2011-07-16,3,0,7,6,0,1,0.7,0.6515,0.54,0.2239,222
